Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
24,506,29,2,3,1,1,3907,3,6,2,4,6,2,2,No
46,717,13,3,3,2,2,5562,0,19,3,3,10,7,9,No
35,1370,27,4,3,2,3,6883,1,17,3,3,7,7,7,No
30,793,16,2,3,1,4,2862,1,10,2,2,10,0,8,No
47,543,2,3,3,2,2,4978,1,4,3,1,1,0,0,No
46,1277,2,3,3,3,4,10368,1,13,5,2,10,6,3,No
36,1456,13,2,2,2,1,6134,3,16,3,3,2,2,2,Yes
32,964,1,1,1,2,2,6735,0,10,2,3,0,0,0,Yes
23,160,4,3,3,1,2,3295,0,3,3,1,3,2,2,No
31,163,24,4,3,2,4,5238,0,9,3,2,5,4,4,No
39,792,1,4,3,2,4,6472,1,9,2,3,9,8,8,No
32,371,19,4,1,3,3,9610,1,10,2,1,4,3,2,No
40,611,7,2,3,5,2,19833,0,21,3,2,21,8,8,No
45,176,4,3,1,3,3,9756,2,9,2,4,5,0,3,No
30,1312,2,4,2,1,1,4968,0,10,2,3,9,7,7,No
24,897,10,1,3,1,4,2145,1,3,2,3,2,2,1,No
30,600,8,3,2,1,4,2180,1,6,0,2,4,2,2,Yes
31,1003,5,1,3,2,3,8346,1,6,3,3,5,2,2,No
27,1054,8,3,3,1,4,3445,0,6,5,2,6,2,4,No
29,428,9,2,1,1,2,2760,0,2,3,3,2,2,2,Yes
29,461,1,4,4,2,3,6294,0,10,5,4,3,2,2,No
30,979,15,3,2,3,1,7140,1,12,2,3,7,7,7,No
34,181,2,4,4,1,4,2932,3,6,3,3,5,0,2,No
33,1283,2,4,3,2,2,5147,0,13,2,2,11,7,7,No
49,1313,11,4,3,2,4,4507,0,8,1,4,5,1,4,No
33,211,16,1,3,3,1,8564,0,11,2,2,0,0,0,Yes
38,594,2,3,2,1,2,2468,1,9,4,2,6,1,5,No
31,1079,16,1,3,3,3,8161,3,10,2,3,1,0,0,Yes
29,590,4,4,2,1,1,2109,1,1,2,3,1,0,0,No
30,305,16,3,4,2,3,5294,1,10,3,3,7,0,7,No
32,953,5,2,3,1,2,2718,0,12,3,3,7,7,7,No
38,833,18,2,1,2,4,5811,1,15,2,3,1,0,0,No
43,807,17,3,2,1,3,2437,1,6,4,3,1,0,0,Yes
42,855,12,2,3,1,2,2766,3,7,6,2,5,3,4,No
55,478,2,3,2,5,1,19038,3,34,2,3,1,0,0,No
33,775,4,4,3,2,2,3055,2,11,2,2,9,8,7,No
41,548,9,3,3,1,1,2289,2,5,2,3,5,3,4,No
34,1375,10,4,3,2,3,4001,1,15,3,3,15,14,7,No
53,661,1,1,2,4,3,12965,3,27,2,2,3,2,2,No
43,244,2,2,3,1,4,3539,0,10,5,3,9,7,8,No
34,511,3,4,1,2,4,6029,0,6,3,3,2,2,2,No
21,337,7,2,3,1,2,2679,0,1,3,3,1,0,0,Yes
38,1153,6,4,2,1,3,3702,1,5,3,3,5,4,4,No
22,1294,8,3,3,1,1,2398,0,1,6,3,1,0,0,Yes
31,196,29,1,2,2,4,5468,2,13,3,3,12,7,7,No
51,942,3,1,3,3,3,13116,0,15,2,3,2,2,2,No
37,589,9,2,2,2,2,4189,2,5,2,3,5,2,3,No
46,734,2,3,3,5,4,19328,1,24,3,3,2,1,2,No
36,1383,10,4,3,3,1,8321,1,15,1,3,12,8,7,No
44,429,1,3,3,1,2,2342,3,6,2,2,5,3,3,Yes
37,1239,8,3,3,2,2,4071,0,19,4,2,10,0,7,No
35,303,27,3,3,2,4,5813,0,10,2,3,10,7,7,Yes
33,867,8,4,4,1,1,3143,1,14,1,3,10,8,6,No
28,1181,1,3,3,1,4,2044,1,5,6,4,5,3,3,No
39,1253,10,3,3,3,3,13464,0,9,3,3,4,3,2,No
46,849,26,2,2,2,2,7991,0,6,3,3,2,2,2,No
40,616,2,3,3,1,1,3377,1,7,5,2,4,3,2,No
42,1128,13,2,4,2,1,5538,2,10,2,2,0,0,0,No
35,1180,2,2,3,2,4,5762,1,15,6,3,7,7,7,No
38,1336,2,1,3,1,2,2592,3,13,3,3,11,10,8,No
34,234,9,4,3,2,1,5346,1,11,3,2,7,1,7,Yes
37,370,10,4,3,2,1,4213,0,10,4,1,10,3,8,Yes
39,766,20,3,3,2,4,4127,1,7,6,3,2,1,2,No
43,343,9,1,3,1,3,2438,0,7,2,2,3,2,2,No
41,447,5,2,4,2,2,6870,0,11,3,1,3,2,2,No
41,796,4,3,3,3,3,10447,1,23,3,4,22,14,5,No
30,1092,10,1,3,3,3,9667,0,9,3,3,7,7,2,No
26,920,20,4,3,1,2,2148,0,6,3,3,5,1,4,Yes
46,261,21,4,3,2,2,8926,1,13,2,4,9,7,7,Yes
40,1194,1,3,3,2,4,6513,1,12,3,3,5,3,3,No
34,810,8,2,4,2,3,6799,2,10,5,3,10,8,8,No
58,350,2,2,3,4,2,16291,1,37,0,2,16,9,14,No
35,185,23,2,1,1,3,2705,1,6,2,4,5,4,3,No
47,1001,4,3,2,3,2,10333,1,28,4,3,22,11,10,No
40,750,12,2,3,2,1,4448,1,15,3,3,7,4,7,No
54,431,7,4,3,2,4,6854,1,14,2,2,7,1,7,No
31,1125,7,1,3,3,1,9637,2,9,3,3,3,2,2,No
28,1217,1,3,3,1,1,3591,1,3,3,3,3,2,2,No
38,723,2,2,1,2,4,5405,2,20,4,2,4,2,3,No
26,572,10,3,3,2,4,4684,0,5,4,3,5,3,2,No
58,1216,15,1,3,4,3,15787,0,23,3,3,2,2,2,No
18,1431,14,2,3,1,3,1514,0,0,4,1,0,0,0,No
31,359,18,4,4,1,1,2956,0,2,4,3,1,0,0,Yes
29,350,13,1,2,1,1,2335,3,4,3,3,2,2,0,Yes
45,589,2,3,3,2,3,5154,2,10,3,4,8,7,7,No
36,430,2,4,3,2,2,6962,1,15,2,3,1,0,0,No
43,1422,2,1,3,2,4,5675,1,7,5,3,7,7,7,No
27,1297,5,4,3,1,4,2379,0,6,3,2,5,4,2,No
29,574,20,4,3,1,4,3812,0,11,3,4,11,8,10,No
32,1318,10,4,3,2,4,4648,0,4,2,4,0,0,0,No
42,355,10,3,3,1,3,2936,2,10,1,2,6,3,3,No
47,207,9,2,3,1,3,2105,0,7,2,3,2,2,0,No
46,706,2,4,3,3,4,8578,1,12,4,2,9,8,7,No
28,280,1,3,3,1,4,2706,1,3,2,3,3,2,2,No
29,726,29,4,1,2,3,6384,2,11,3,3,7,0,6,No
42,1142,8,4,3,1,3,3968,0,8,3,3,0,0,0,No
32,414,2,3,2,2,2,9907,0,7,3,2,2,2,2,Yes
46,1319,3,1,4,4,1,13225,1,25,5,3,19,17,8,No
27,728,23,2,2,2,3,3540,1,9,5,3,9,8,8,No
29,352,6,4,2,1,2,2804,0,1,3,3,1,0,0,No
43,823,6,1,2,5,3,19392,0,21,2,3,16,12,14,No
48,1224,10,4,2,5,2,19665,0,29,3,3,22,10,9,No
29,459,24,4,2,1,4,2439,0,1,3,2,1,0,0,Yes
46,1254,10,3,3,3,2,7314,3,14,2,3,8,7,7,Yes
27,1131,15,4,2,1,1,4774,1,8,2,2,7,6,3,No
39,835,19,4,3,2,4,3902,3,7,2,3,2,2,2,No
55,836,2,2,2,1,4,2662,1,19,2,4,5,2,4,No
28,1172,3,2,3,1,2,2856,1,1,3,3,1,0,0,No
30,945,9,2,3,1,4,1081,0,1,3,2,1,0,0,Yes
22,391,7,4,3,1,2,2472,0,1,2,3,1,0,0,Yes
36,1266,10,2,2,2,3,5673,1,10,4,3,10,9,7,No
31,311,20,2,3,2,3,4197,1,10,2,3,10,8,2,No
34,1480,4,3,3,3,4,9713,3,9,3,3,5,3,0,No
29,592,7,4,3,1,1,2062,0,11,2,3,3,2,2,No
37,783,7,4,3,2,1,4284,1,16,2,3,5,3,4,No
35,219,16,4,2,2,2,4788,0,4,2,3,3,2,2,No
45,556,25,2,2,2,4,5906,2,10,2,2,9,8,8,No
36,1213,2,2,2,2,4,3886,0,10,2,2,10,1,8,No
40,1137,1,1,3,4,1,16823,1,22,3,3,19,7,16,No
26,482,1,2,2,1,3,2933,1,1,3,2,1,0,0,No
27,511,2,1,4,2,3,6500,0,9,5,2,8,7,7,No
48,117,22,4,3,4,4,17174,1,24,3,3,22,17,7,No
44,170,1,2,4,2,1,5033,1,10,5,3,2,0,2,No
34,967,16,4,1,1,1,2307,1,5,2,3,5,2,0,Yes
56,1162,24,1,3,1,4,2587,0,5,3,3,4,2,0,Yes
36,335,17,3,2,2,2,5507,2,12,1,1,4,2,3,No
41,337,8,3,3,2,2,4393,1,14,3,3,5,4,4,No
42,1396,6,3,3,3,1,13348,1,18,3,4,13,7,7,No
31,1079,10,3,3,2,4,6583,1,8,2,3,5,2,4,No
34,735,3,4,2,2,4,8103,0,9,3,2,4,2,1,No
31,471,4,1,4,1,3,3978,1,4,0,2,2,2,2,No
26,1096,6,3,4,1,4,2544,1,8,3,3,7,7,7,No
45,1297,1,2,3,2,3,5399,0,12,3,3,4,2,3,No
33,217,10,2,3,2,3,5487,0,10,2,2,10,4,9,No
28,783,1,3,2,2,4,6834,1,7,2,3,7,7,7,No
29,746,24,3,4,1,1,1091,0,1,3,3,1,0,0,Yes
39,1251,21,1,1,2,3,5736,1,10,1,3,3,2,2,No
27,1354,2,2,3,1,2,2226,1,6,3,2,5,3,2,No
34,735,22,3,2,2,4,5747,0,16,3,3,15,10,11,No
28,1475,13,4,3,2,3,9854,0,6,0,3,2,0,2,Yes
47,1169,14,3,3,2,2,5467,1,16,4,4,8,7,7,No
56,1443,11,4,2,2,1,5380,1,6,3,3,0,0,0,No
39,867,9,1,3,2,1,5151,1,10,3,3,10,0,9,No
38,1394,8,4,2,2,2,2133,1,20,3,3,20,11,7,No
58,605,21,4,3,4,4,17875,1,29,2,2,1,0,0,No
32,238,5,1,4,1,3,2432,0,8,2,3,4,1,3,Yes
38,1206,9,2,3,1,4,4771,2,10,0,4,5,2,3,No
49,1064,2,2,3,5,4,19161,0,28,3,3,5,4,3,No
42,419,12,2,3,2,4,5087,2,14,4,3,0,0,0,No
27,1337,22,1,2,1,2,2863,0,1,2,3,1,0,0,Yes
35,682,18,2,3,2,1,5561,1,6,2,1,5,3,4,No
28,1103,16,3,3,1,3,2144,0,5,3,2,5,3,4,No
31,976,3,3,3,1,1,3065,1,4,3,4,4,2,3,No
36,1351,9,1,4,1,2,2810,0,5,3,3,5,4,2,No
34,937,1,1,3,3,4,9888,0,14,3,2,14,8,1,No
34,1239,13,4,3,3,3,8628,1,9,2,2,8,7,1,No
26,157,1,3,3,1,1,2867,0,8,6,2,7,7,6,No
29,136,1,1,3,2,1,5373,1,6,5,2,5,3,2,No
32,1146,15,3,3,2,4,6667,1,9,6,3,5,1,2,No
31,1125,1,4,1,2,1,5003,0,10,6,3,10,8,7,No
28,1404,17,3,2,1,4,2367,1,6,2,2,4,1,3,Yes
38,1404,1,1,2,1,1,2858,0,20,3,2,1,0,0,No
35,1224,7,3,3,2,4,5204,0,10,2,3,10,8,9,No
27,954,9,4,3,2,4,4105,0,7,5,3,7,7,7,No
32,1373,5,4,2,2,4,9679,0,8,1,3,1,0,0,No
31,754,26,1,3,2,4,5617,0,10,4,3,10,7,8,Yes
53,1168,24,1,3,3,1,10448,0,15,2,2,2,2,2,Yes
54,155,9,1,3,2,3,2897,2,9,6,2,4,3,3,No
33,1303,7,4,3,2,3,5968,3,9,2,3,9,7,8,No
43,574,11,1,3,3,3,7510,1,10,1,3,10,9,9,No
38,1444,1,4,3,1,2,2991,1,7,2,3,6,2,2,No
55,189,26,3,4,5,2,19636,1,35,0,3,10,9,4,No
31,1276,2,4,1,1,4,1129,3,1,4,3,1,0,0,No
39,119,15,2,3,4,1,13341,0,21,3,3,20,8,10,No
42,335,23,4,2,2,3,4332,0,20,2,3,20,9,7,No
31,697,10,3,3,3,3,11031,1,13,2,4,11,7,8,No
54,157,10,3,3,2,1,4440,0,9,3,3,5,2,4,No
24,771,1,2,2,2,3,4617,0,4,2,2,4,3,2,No
23,571,12,4,3,1,4,2647,0,5,6,4,5,2,4,No
40,692,11,4,3,2,3,6323,1,10,2,4,10,9,4,No
40,444,2,2,3,2,2,5677,1,15,4,3,11,8,10,No
25,309,2,3,3,1,2,2187,0,6,3,3,2,0,2,No
30,911,1,4,3,1,2,3748,0,12,6,2,12,8,7,No
25,977,2,4,3,1,3,3977,1,7,2,2,2,2,2,No
47,1180,25,1,3,3,3,8633,0,25,3,3,17,14,11,No
33,1313,1,2,2,1,3,2008,3,1,2,2,1,1,0,No
38,1321,1,4,3,2,2,4440,2,16,3,3,15,13,8,No
31,1154,2,1,3,1,3,3067,1,3,1,3,2,2,2,No
38,508,6,1,2,2,3,5321,1,10,1,3,8,3,7,No
42,557,18,4,3,2,1,5410,1,9,3,2,4,3,2,No
41,642,1,4,3,1,4,2782,1,12,3,3,5,3,0,No
47,1162,1,3,3,3,2,11957,2,14,3,1,13,8,12,No
35,1490,11,4,3,1,3,2660,1,5,3,3,2,2,2,No
22,581,1,4,3,1,3,3375,0,4,2,4,3,2,2,No
35,1395,9,2,3,2,3,5098,0,10,5,3,10,7,8,No
33,501,15,2,3,2,4,4878,1,10,6,3,9,7,1,No
32,267,29,3,2,1,2,2837,0,6,3,3,6,2,1,No
40,543,1,1,3,1,4,2406,2,8,3,2,1,0,0,No
32,234,1,2,2,1,2,2269,1,3,2,3,2,2,2,No
39,116,24,1,3,2,4,4108,0,18,2,3,7,7,7,No
38,201,10,2,1,3,3,13206,1,20,3,3,18,16,11,No
32,801,1,3,3,3,4,10422,2,14,3,3,14,10,7,No
37,161,10,3,4,3,4,13744,1,16,2,3,16,11,8,No
25,1382,8,1,3,2,3,4907,1,6,3,2,5,3,4,No
52,585,29,1,3,1,4,3482,2,16,3,2,9,8,0,No
44,1037,1,2,3,1,4,2436,0,6,2,3,4,3,2,No
21,501,5,3,3,1,1,2380,0,2,6,3,2,2,2,No
39,105,9,4,3,5,4,19431,0,21,3,2,6,0,3,No
23,638,9,4,3,1,1,1790,1,1,3,2,1,0,0,Yes
36,557,3,1,2,3,4,7644,2,10,2,3,9,7,4,No
36,688,4,4,3,2,2,5131,3,18,3,3,4,2,2,No
56,667,1,3,3,2,3,6306,1,13,2,2,13,12,9,No
29,1092,1,1,3,1,4,4787,3,4,3,4,2,2,2,Yes
42,300,2,1,3,5,3,18880,0,24,2,2,22,6,14,No
56,310,7,4,3,1,3,2339,1,14,4,1,10,9,8,Yes
41,582,28,1,2,4,2,13570,1,21,3,3,20,7,10,No
34,704,28,4,2,2,3,6712,2,8,2,3,8,7,7,No
36,301,15,4,1,2,4,5406,1,15,4,2,15,12,11,No
41,930,3,3,2,2,2,8938,1,14,5,3,5,4,4,No
32,529,2,4,3,1,1,2439,0,4,4,3,4,2,2,No
35,1146,26,3,3,3,4,8837,0,9,2,3,9,0,7,No
38,345,10,1,3,2,4,5343,1,10,1,3,10,7,9,No
50,878,1,2,3,2,3,6728,2,12,3,3,6,3,1,Yes
36,1120,11,2,2,2,4,6652,1,8,2,2,6,3,0,No
45,374,20,4,3,2,3,4850,0,8,3,3,5,3,1,No
40,1322,2,3,2,1,3,2809,0,8,2,3,2,2,2,No
35,1199,18,3,3,2,3,5689,2,10,2,4,10,2,2,No
40,1194,2,3,3,1,3,2001,3,20,2,3,5,3,2,No
35,287,1,3,1,1,4,2977,1,4,5,3,4,3,1,No
29,1378,13,4,2,2,2,4025,1,10,2,3,4,3,3,No
29,468,28,4,2,1,1,3785,0,5,3,1,5,4,4,No
50,410,28,4,2,3,1,10854,1,20,3,3,3,2,0,Yes
39,722,24,2,2,4,4,12031,1,21,2,2,20,9,6,No
31,325,5,2,3,2,1,9936,0,10,2,3,9,4,7,No
26,1167,5,4,2,1,3,2966,0,5,2,3,4,2,0,No
36,884,23,3,4,2,4,2571,1,17,3,3,5,2,3,No
39,613,6,4,2,3,1,9991,1,9,5,3,7,7,7,No
27,155,4,2,4,2,2,6142,1,6,0,3,6,2,3,No
49,1023,2,4,2,2,2,5390,0,17,3,2,9,6,8,No
34,628,8,2,4,2,3,4404,0,6,3,4,4,3,2,No
